project_scale_tier,project_complexity_tier,planned_budget,planned_duration,scope_variability_index,stakeholder_multiplicity_index,financial_uncertainty,technical_uncertainty,environmental_uncertainty,planning_maturity_score,contract_type,contingency_buffer_ratio,team_experience_score,supplier_dependency_index,regulatory_complexity_score,cost_overrun_pct,schedule_overrun_pct,log_planned_budget,log_planned_duration,complexity_x_uncertainty,scale_x_planning_maturity,stakeholder_x_governance,scope_x_technical_uncertainty,composite_risk_index
small,high,3943985.2403465672,63.83522452637748,0.49946176638485384,0.4371295222600645,0.5549328367601181,0.7890499719150944,0.17882901865670603,0.509534207656484,cost_reimbursable,0.46042138806381433,0.7165586445194855,0.44501554830150475,0.43606297037310227,0.08803386970696703,0.08137519012383235,15.187702252392024,4.156305146558797,0.23770871528742077,4.928216741462786,0.21439707749202513,0.3941002927386324,0.5076039424439729
large,high,41625051.62497975,261.641364277102,0.5280242295610925,0.1957858150889748,0.41894465029334693,0.569554301815136,0.7272918086671273,0.6038347259054273,hybrid_other,0.29133110822431846,0.8085565499348817,0.4349771275352414,0.4593355120457402,0.09095992278912832,0.11158139362655735,17.544212746503867,5.566974727408656,0.2069844311945279,6.977668776829456,0.07756354109855303,0.30073847140914317,0.5719302535918701
large,moderate,29751416.311843522,342.351178964708,0.3561672333616088,0.4976943206647685,0.08343063504660045,0.6073459780040078,0.7883338804783933,0.6571804640568178,target_cost,0.20234295067205804,0.5331733454219042,0.5053427208187222,0.4976361876230004,0.06874594078705716,0.10298996278538668,17.20838729594352,5.835837049302074,0.21049259743023252,7.57210702451896,0.17061933605185323,0.216316736678988,0.49303683117633385
large,low,23214005.366781615,278.3164048047098,0.5321529240365234,0.22211560550618586,0.08541850421126376,0.4724627790281423,0.027536961879023186,0.6156146893546683,fixed_price,0.4405069115284353,0.916893591920197,0.6022338153380592,0.48762971443011055,-0.0030419119287412246,-0.003927547114439391,16.960266334097962,5.628758613272147,0.07359375981882516,6.953067787900052,0.08537797602167119,0.25142244935824776,0.19513941503947643
small,moderate,1582820.6241174855,56.52011320313959,0.2325271346364814,0.5714679411843497,0.4981891811912313,0.20013716964438624,0.20444220595947704,0.2805777756221296,fixed_price,0.06792246833414321,0.7155285681662192,0.2588961155534698,0.1914503447150704,-0.05926840933203332,-0.019499952966706407,14.274719018556029,4.0345965607007255,0.1209702457115224,2.5685935191957316,0.4111267374074869,0.046537322591664515,0.3009228522650315
medium,moderate,8627179.325414464,243.62395015452879,0.36924132290577216,0.33389993979145843,0.31785464910097616,0.48118613637992397,0.2649673012958574,0.8797737216021242,cost_reimbursable,0.4371577890059876,0.857554605030323,0.6276304874395032,0.3814635239782206,0.018250802769871902,0.007200834804577595,15.970428164375015,5.495625848550215,0.12469133160937897,9.442635113531722,0.04014354711840185,0.17767380556084042,0.35466936225891915
small,low,2686548.70397896,33.263989824777106,0.3231511657673314,0.31649778496513137,0.07898395111107627,0.2674533795419297,0.11569056134763075,0.2107421743588232,target_cost,0.10764396822460862,0.9853523586480915,0.4618727606791735,0.8244974199633551,-0.0710913254477475,-0.026615522989620968,14.80376791814319,3.504475425222666,0.049266603537068694,1.9291595054356856,0.24979835358182834,0.08642787138738713,0.15404263066687893
small,moderate,1236801.1626078747,83.21719007702298,0.1695621903525328,0.18349813409945348,0.4865254624922494,0.3900843492141301,0.5710734056705379,0.6098030005815137,target_cost,0.12367358597652442,0.7085546389190617,0.6565376382130554,0.7415014952000015,-0.04957162978113196,0.00862030736813055,14.028038896827688,4.421453937988626,0.08518658440513165,5.625278044939063,0.07160042132449777,0.06614355667499021,0.48256107245897245
medium,high,7414662.323882242,,0.1910391707511983,0.32424147660839614,0.505933837450149,0.48316637750963315,0.3811158745534676,0.6622889578061383,target_cost,0.10714469402912272,0.31689493378131506,0.6345342653946785,0.29285842080895813,-0.05597178014306269,-0.02859062045491048,15.818969992919401,,0.11767430560448656,,0.1094999269878981,0.09230370409430075,0.4567386965044166
medium,high,2529564.7853240133,174.03763190536182,0.407426992368475,0.6418534021540842,0.41709324637814027,0.5939397105595288,0.3640099456832885,0.5650501299844362,fixed_price,0.23393722307047404,0.8979712610563992,0.43347873103097334,0.5574813504572259,0.005093238136544415,-0.008059869440212952,14.743557824295227,5.159271551148565,0.24046759322459385,5.623048162826285,0.27917405383596633,0.2419870699214714,0.4583476342069859
large,high,32936471.822673436,374.1529694887009,0.5470555941322975,0.4437666638572672,0.20870239786947498,0.8444896184951362,0.23041512162560732,0.6545478920425246,target_cost,0.2868224248455801,0.8172402911280208,0.2474720112793262,0.37747203334564383,0.026384672542202076,0.07765535190182056,17.31009116776871,5.9246647231210945,0.21197108713916518,7.604130245252276,0.15330012947074936,0.461982769984414,0.4278690459967395
small,high,2947057.0076102037,156.13264326439614,0.3263501769867897,0.561000951622917,0.3944114831615195,0.7676839151326932,0.11211100881251526,0.4567736753761313,target_cost,0.09144476140528146,0.7443277717037482,0.26947108320304247,0.2437485528886254,-0.04390550079599871,-0.018782480147422766,14.896317605818517,5.050705923304414,0.18844474890464571,4.555637625105825,0.3047504850606099,0.25053378157346606,0.42473546903557596
medium,low,6289325.027039969,123.35150582698436,0.5753877042549105,0.033759734095232974,0.09549238004771429,0.0250719792129471,0.5995436323048657,0.9135239198983607,fixed_price,0.47645848355165704,0.3326606717497599,0.26368973171306187,0.4644829483879117,-0.09058837797534677,-0.14778005635521016,15.654364314021946,4.815038050659136,0.07310865639960125,9.349644343080117,0.0029194094698294106,0.014426108560464468,0.24003599718850901
medium,moderate,18710474.11259063,207.396606784972,0.3154089170345002,0.3410997896142014,0.48273640044035016,0.3485274157573725,0.19464440788637133,0.49583587413631336,hybrid_other,0.4036818862038359,0.4526902275160902,0.2380852717220796,0.2965849533689744,0.055847058821302774,0.056934183093907645,16.744594037992854,5.334632934933392,0.11225294688895249,5.473836403187477,0.17197027726313127,0.10992865476086586,0.34196940802803133
small,moderate,1253883.3923983662,107.58996218715323,0.38277818331276736,0.31745827998399356,0.31426096350422417,0.5383491770468901,0.6485174684089698,0.6286071377122125,fixed_price,0.33752380767924284,0.6794481169563997,0.5172584581723809,0.7613253334309757,-0.06750517851170651,-0.06428273665291019,14.041756007333253,4.678327355152584,0.1751907146425554,5.883789010113117,0.11790173926021319,0.20606831997793196,0.5003758696533613
small,moderate,2220113.804799409,50.16834499076898,0.30239306001783156,0.20266222617642307,0.45445873589764424,0.3758623315460741,0.17279657355781272,0.5276343497440664,fixed_price,0.24263404164727403,0.7952719804522131,0.21859524128187335,0.3364288019815648,-0.1330210666874785,-0.16301390555858175,14.613069015957695,3.9153842499267104,0.0844383112104223,4.888124195354121,0.09573067425014117,0.1136581605816541,0.33437254700051033
medium,moderate,7141055.351551259,350.7999444598102,0.10053597303742383,0.2653442569681275,0.9187632075795364,0.19958821773397878,0.12076336486731336,0.8664270170812015,fixed_price,0.5951907834369952,0.6962296812381379,0.33465395984029733,0.5488229837586276,-0.03243154081257848,-0.07983018972170527,15.781371131733703,5.860216102173643,0.07556126740577368,9.375427935988476,0.035442823903604974,0.020065795676690767,0.41303826339360955
small,moderate,1881999.2731754403,55.95176325544167,0.039228359261795714,0.20044192702282668,0.3047656889976727,0.5324808796793261,0.44038279898385724,0.7333153528429761,fixed_price,0.14685740597148889,0.4523469299137691,0.48981816202836437,0.3399597441636856,-0.15000000000000002,-0.14722726288899712,14.447845212929428,4.02448994910392,0.05103496605215308,6.773023488590098,0.053454784583556465,0.020888351248097622,0.42587645588695205
medium,high,6855436.003237426,193.98850581346755,0.6412279843212113,0.42954351998022733,0.28236705586933697,0.6518201489806533,0.38725630914239484,0.9069502347634615,cost_reimbursable,,0.288884985100322,0.2982573415764622,0.325240500080841,0.05255125486244919,0.015281497784974405,15.740552472637532,5.2677989089238855,0.23582734322116752,9.52676460875021,0.03996892369303655,0.417965320270816,0.440481171330795
medium,low,7692024.844539529,191.71003146865098,0.2454300940186322,0.25827270247271167,0.17089390427263093,0.5281441755890813,0.3022794365865357,0.5680320365173839,hybrid_other,0.16365268650760198,0.559386284999409,0.35173497956085614,0.36646496192988265,-0.0011189558362194579,0.058648745489041636,15.855694615604927,5.255983977679099,0.08406107220179163,5.996054892821792,0.11156553331028889,0.12962247467022123,0.33377250548274934
large,moderate,45852420.482379116,333.70411360341916,0.34464361369102015,0.3226196805482036,0.7025807988552757,0.3146224299899498,0.0599370802084923,0.43942094798005016,fixed_price,0.31574068260768917,0.6294737792681028,0.07017925772894418,0.2296972589617437,0.0815833487835785,0.14877097469605935,17.640938546601124,5.810254712931631,0.11978936516283988,5.152472786683623,0.18085383468469104,0.1084326112199863,0.35904676968457255
medium,high,14893312.47323446,134.5814035926316,0.3828669521910604,0.4842438106935954,0.40657393651220264,0.7590215690275027,0.521073863573489,0.8205632074423791,cost_reimbursable,0.33875178382330434,0.8583689084480701,0.5118007234429551,0.4747922709683489,0.05593789235323964,0.052945720384971626,16.516422842862866,4.902169247135356,0.2437548605643205,8.787654312134455,0.08689115620673853,0.2906042747808365,0.5622231230377315
small,high,1980440.539972186,138.50425683920608,0.2630220866789249,0.3201775753153073,0.3427279090922874,0.42307352755755007,0.41917868011695003,0.705347180037594,target_cost,0.19743032778130823,0.7635618219797186,0.5960084896930274,0.4277940672062716,-0.12184358900739586,-0.12533364555722773,14.498829872857838,4.9309010604562005,0.1151800005947127,6.852352961351134,0.09434122545538091,0.11127768203680045,0.39499337225559583
large,moderate,45080681.181680925,160.10870814307447,0.5669628934869331,0.44637465356673567,0.4281088255371121,0.21535268924206416,0.5632307755140764,0.4879191955544444,target_cost,,0.9650039867795606,0.33861688596068706,0.2307975366355023,0.029075829098713365,0.06976355911032481,17.62396435752925,5.075853010422762,0.2037977675823897,5.537838314701975,0.22857989168256018,0.12209698381287303,0.4022307634310842
large,moderate,20482495.226413976,291.10047559341274,0.5345109171711416,0.2930504918548381,0.19005920906105112,0.8451768657434247,0.6810765589990638,0.7153836504164274,hybrid_other,0.21330804937508896,0.8641892703037446,0.4974593840864287,0.35466857731397455,0.06338862881401952,0.11129187456224791,16.835081187941274,5.673668484530431,0.23672568359325796,8.051195753501187,0.08340696123539451,0.45175626168034877,0.5721042112678466
medium,low,10835050.301225545,130.90215416875287,0.14250926097317135,0.17123188964612607,0.10003790844485269,0.2791047162241356,0.5592281416352112,0.3270026257638579,cost_reimbursable,0.17085973052262438,0.6615245235131952,0.22324529511351118,0.11078756330396239,0.04782253563412992,0.04792976272380118,16.198296835417644,4.874450129379016,0.04906758732129856,3.4454217947729378,0.1152386121173357,0.03977500684322827,0.31279025543473316
small,moderate,1334095.9209195327,75.87451241315034,0.3002565548998638,0.39128692559632616,,0.043691002920517086,0.5457132901584636,0.7449933560624019,hybrid_other,0.29616612081028454,0.5466248860361548,,0.2582419174338251,-0.11747250742400792,-0.1434999095469158,14.103764407609965,4.329080823173187,,6.8661736151299895,0.09978076571297978,0.013118510017034348,
medium,high,12828029.850414174,194.70763289646916,0.6125717190923139,0.48021927571470363,,0.30852844942418134,0.23095532572861807,0.5008357753083638,cost_reimbursable,0.22357300025570379,0.8750761653530349,0.23763220384074787,0.2936756774150516,0.122265442582427,0.17138631802474097,16.36714316676583,5.271499114981418,,5.418703091899611,0.23970828244410913,0.18899580265265678,
small,moderate,6259014.210059461,153.0847082820741,0.2706805090607072,0.545690116111401,0.30939192333185295,0.28583772733523355,0.057447142081036524,0.7820868618750065,fixed_price,0.3024004205798706,0.6770015838517297,0.2861344739240012,0.6384749522625865,-0.051184917537997206,-0.024739436992531037,15.649533256244485,5.030991417087873,0.08880436022185192,8.086983321847574,0.11891304564562744,0.07737070154385663,0.21755893091604098
small,moderate,1860798.7300199496,86.72114103231665,0.07020381971189535,0.34593936773269407,0.1344474442214455,0.40201060062606586,0.3398058811341365,0.7923880497451737,fixed_price,0.11355920255723498,0.3584807474985371,0.3443693951292568,0.17965468741305654,-0.15000000000000005,-0.170233376726795,14.436516378254876,4.462697695265253,0.06077521053345212,7.487755690716577,0.07182114680490613,0.028222679728623093,0.2920879753272159
small,low,634046.3796590847,135.94799677680325,0.19327742481206894,0.22330726422472197,0.7990422233324148,0.1780852118912194,0.1885706808367948,0.43027780090424567,cost_reimbursable,0.17923187517200947,0.7526099215216271,0.3480919160095749,0.561900382823297,-0.03128286104840485,-0.03728905848130261,13.359877384780148,4.91227243597031,0.08093533119830114,3.9310502213327068,0.12722310564816527,0.03441985115144652,0.38856603868680967
large,low,22186666.864207312,304.873295644294,0.20299468921734598,0.4695289778290943,0.31947089127342243,0.43569414955769564,0.35411080995271255,0.7081340732302361,target_cost,0.7011573453245227,0.9035181077237772,0.4481093684693431,0.3641529690395929,-0.04004283505636946,-0.09148115872541297,16.915002074712692,5.719896266177839,0.1243357104892003,8.014271379643562,0.13703951025934852,0.08844359848328029,0.3697586169279436
medium,high,13805464.773635851,114.76735924294557,0.6247337475651273,0.3842850768245008,0.4444873631865116,0.7231956795138621,0.5006510388043134,0.8023016293395471,fixed_price,,0.4054359101344366,0.33048309617340116,0.8005726974238289,0.015182513982314056,0.04787212245002251,16.440575069830437,4.742907116304796,0.28056341560150155,8.497771136510783,0.07597253355733079,0.45180474708560386,0.5561113605015624
medium,high,9699645.81852767,147.9418309972283,0.6272432132210807,0.7007081837994416,0.701621489207313,0.789955178901527,0.6091480353445584,0.3287389958982814,cost_reimbursable,0.31106667515252345,0.7028518161429685,0.2572080184892043,0.428097396436905,0.2181113229407727,0.23675917545921127,16.087599929253127,4.9968191627035745,0.46494338411774383,3.4656353806942004,0.4703580790395048,0.49549402471482745,0.7002415678177994
large,low,33579793.876429476,265.12612169282716,0.44613933135851114,0.30933304886736096,0.184554525086359,0.4134252042718018,,0.6303284713422215,fixed_price,0.09040574194513518,0.6335580863173952,0.09740076621480502,0.2304480475299483,0.031333753937350294,0.062301730052075587,17.329435071311014,5.580205643683354,,7.220299405440959,0.11435162103916863,0.18444524420057753,
medium,moderate,12292594.244847966,124.13082316709612,0.3260450963338329,0.39601684334102805,0.3383341437636811,0.25828099531665555,0.28813491027998606,0.5931876194310635,fixed_price,0.14233328385537453,0.25901164429526824,0.21848358778906674,0.29144369191939307,-0.02425416250437331,-0.020470343047366654,16.324507545096516,4.821336034997821,0.1064740561280906,6.2717263070688976,0.16110455478495922,0.0842112519992172,0.2949166831201076
medium,moderate,9359625.04549298,194.68700597731097,0.2633246813398977,0.445313083020179,0.14235015547524188,0.3671327241789078,0.4178949958592948,0.8259787892165763,fixed_price,0.17019680039764548,0.777759727964421,0.04035459325651824,0.2474597857195841,-0.12614225877520402,-0.12903420592842005,16.05191578840918,5.271393171462333,0.10952916407014081,8.806300458382822,0.07749392188487082,0.09667510760385946,0.3091259585044815
small,moderate,3734845.8258389807,109.27399842627672,0.5491937223164933,0.34253109812685184,0.2338367641247579,0.32762510198363376,0.15164221630453667,0.8222368383232613,hybrid_other,0.16137595289253842,0.35406151490060583,0.3253500004991363,0.7276290270013663,-0.0415628540541978,-0.0807572792196456,15.13321709747459,4.693858475081903,0.10598210164118083,8.15127596598761,0.060889410975634405,0.17992964928271257,0.23770136080430945
small,low,3198205.124636527,52.65389003691015,1e-06,0.30394518215397753,0.12162427995956653,0.593828713089792,0.09694480458019505,0.7997086809672436,hybrid_other,0.2403566206921003,0.6972780660270456,0.14447801192257517,0.6396469133936576,-0.08853628329159104,-0.1664799418544704,14.978100311856432,3.9637401206922322,0.04115420149663374,7.573977113702747,0.06087758144727158,5.93828713089792e-07,0.27079926587651787
medium,high,16051040.52124792,84.72321100062192,0.31304297051245367,0.2091306182084069,0.5395918442882365,0.49889652430685516,0.41185102674652985,0.8279129513690995,target_cost,0.24220181595694332,0.5010022763215284,0.4198155597493537,0.2007108755854961,-0.08037622475263045,-0.0983411851594425,16.59128423542322,4.4393896019042565,0.1262214878214629,8.705783622971348,0.03598867086584041,0.15617604994735648,0.48344646511387385
medium,moderate,8767602.603450822,194.39142506048404,0.3055982886756101,0.2389504504205053,0.4536801087368979,0.17123218107585944,0.5557824222303683,0.8613586589576743,fixed_price,0.36045982054143316,0.8325371605190117,0.3952971538254358,0.22097620594638046,-0.08514831519567308,-0.12626251122921517,15.986573963631253,5.2698737812823016,0.10715763611675587,9.154712661881309,0.03312841088896662,0.052328261502974836,0.3935649040143752
medium,moderate,11649046.495852487,118.37829998302385,0.3900192065804403,0.35953655093184683,0.45402294824313405,0.2794515595929699,0.19761943895723597,0.476514016501348,hybrid_other,0.3225836847999977,0.5373622339196786,,0.29859954823273904,0.009900437416904518,0.04078622359882104,16.270734888776857,4.773885428482186,0.11631780476729785,5.014028276561489,0.18821234496827105,0.10899147555011676,0.3103646489311133
large,low,25148125.577110644,337.2472908655324,0.2749009702094465,0.5756942884564622,0.11732353188398639,0.7119376459885569,0.6162443253861403,0.8466304416434531,fixed_price,0.25686668025369586,0.5772939964799259,,0.4683188713846001,-0.02188576308172804,0.004699562390987201,17.040293921995392,5.8208164620401295,0.20492335457455238,9.677455990447863,0.0882939787689541,0.19571234961088374,0.4818351677528945
medium,moderate,5321364.843737434,224.162812924149,0.34654966062045817,0.3039404835812849,0.1264313664756266,0.24084041521596805,0.39481727880527917,0.6187756886380329,fixed_price,0.09808152771619087,0.7343566242639873,0.09666131135131012,0.5256181050837369,-0.0798131174065566,-0.008733646481206279,15.487240377989318,5.412372631243675,0.08262190380953038,6.466086216028268,0.1158695015482986,0.08346316415678395,0.25402968683229127
medium,moderate,17672479.782505836,98.65400848438378,0.11233702464197637,0.25805313997631957,0.31044183860254393,0.2034505340709428,0.263106247994876,0.8327161314263781,fixed_price,0.2276673100706181,0.3763722193842338,0.3069985709080942,0.1669100673138379,-0.1043671442164057,-0.12122431740251868,16.68751917301787,4.591618865037776,0.04796544116959063,8.859740753568794,0.04316812755280909,0.022855027659350755,0.2589995402227876
medium,moderate,8141023.211096125,93.25942242296338,0.29397522884617655,0.33191654356623773,0.15732536846479303,0.23589532742777145,0.28865528402722096,0.6575826302579451,fixed_price,0.0988916020188029,0.7813846412554706,0.21678420664233378,0.19744678066947877,-0.09957949522711018,-0.0941194069273972,15.912426431687798,4.535385098169526,0.07113009427290772,6.7230628444111575,0.11365398982182531,0.06934738286432286,0.22729199330659514
small,high,3013274.424894356,194.3717714628483,0.6655955308472412,0.5168616845902098,0.1964479983810795,0.36612409842898436,0.24388843621026554,0.47956852340670225,fixed_price,0.22977311241348358,0.5377288928792242,0.31201456957908436,,-0.00905092229284103,0.04038731166410731,14.918537894248438,5.269772672958117,0.15893417937257018,4.840839144395586,0.2689910897057822,0.24369056364980743,0.26882017767344313
small,low,2114533.5607629283,114.50612479064048,0.44320454250603847,0.39207767370263297,0.650985451423916,0.18807079324288611,0.21528930817979725,0.8395247696028882,fixed_price,0.370594003628298,0.9397113189993946,0.6928635432257714,0.3450236236176676,-0.12924002976447677,-0.1427096624846864,14.564344807493923,4.740628313184983,0.1467793483385774,8.103501555663954,0.06291875502099363,0.0833538298779611,0.3514485176155331
medium,low,5362880.854537319,138.6986698747519,0.28847995033870205,0.24366866801475856,0.3652971838839092,0.4170505053840074,0.061913006117023106,0.6380291512644614,fixed_price,0.054248655830179245,0.430821607480211,0.34727887294100673,0.5858781108924099,-0.06931582168274238,0.06348803217996286,15.49501186152162,4.932303737330692,0.07487869376320459,6.516611417073515,0.08820095457156035,0.12031070908190905,0.28142023179497994
